Samples	water	D-St6	D-St7	D-St8	D-St9
56.433	-1.64315	-1.0631	-1.0961	-1.87005	-1.08305
56.442	-1.64575	-1.06395	-1.09595	-1.8732	-1.08195
56.450	-1.6451	-1.0642	-1.09665	-1.8747	-1.08295
56.458	-1.6463	-1.06105	-1.0967	-1.8769	-1.0841
56.467	-1.64675	-1.06135	-1.0947	-1.87885	-1.08405
56.475	-1.649	-1.06185	-1.0982	-1.87865	-1.0853
56.483	-1.6497	-1.06075	-1.0983	-1.87865	-1.0843
56.492	-1.65125	-1.0618	-1.0976	-1.88135	-1.0851
56.500	-1.65075	-1.06295	-1.0975	-1.8817	-1.08375
56.508	-1.6519	-1.06415	-1.0979	-1.8823	-1.08645
56.517	-1.6526	-1.0661	-1.098	-1.88195	-1.0866
56.525	-1.6534	-1.06585	-1.0965	-1.88415	-1.0857
56.533	-1.65485	-1.0644	-1.0968	-1.88545	-1.0853
56.542	-1.6571	-1.06645	-1.0965	-1.8858	-1.0876
56.550	-1.6563	-1.0671	-1.0944	-1.88615	-1.0888
56.558	-1.6567	-1.06905	-1.09545	-1.88435	-1.0886
56.567	-1.6579	-1.06855	-1.09775	-1.88595	-1.08765
56.575	-1.6589	-1.069	-1.09595	-1.889	-1.08875
56.583	-1.65845	-1.06925	-1.0962	-1.89105	-1.0912
56.592	-1.6591	-1.07165	-1.0962	-1.88975	-1.0915
56.600	-1.65975	-1.0691	-1.096	-1.8901	-1.08895
56.608	-1.66085	-1.07045	-1.097	-1.89155	-1.0895
56.617	-1.66025	-1.0712	-1.098	-1.889	-1.09205
56.625	-1.65825	-1.0736	-1.09995	-1.889	-1.09175
56.633	-1.66035	-1.0754	-1.0998	-1.88775	-1.09415
56.642	-1.66085	-1.07355	-1.10025	-1.88915	-1.0921
56.650	-1.6613	-1.06995	-1.1025	-1.8889	-1.0961
56.658	-1.66315	-1.0733	-1.10255	-1.889	-1.09395
56.667	-1.66075	-1.07385	-1.10215	-1.8895	-1.094
56.675	-1.6633	-1.07365	-1.10075	-1.8892	-1.09235
56.683	-1.6613	-1.076	-1.10245	-1.89075	-1.09275
56.692	-1.6625	-1.076	-1.10295	-1.8909	-1.09245
56.700	-1.6611	-1.0765	-1.1049	-1.89105	-1.0926
56.708	-1.6608	-1.07315	-1.10185	-1.893	-1.0917
56.717	-1.65965	-1.0739	-1.1019	-1.89455	-1.09195
56.725	-1.6603	-1.07285	-1.1025	-1.89595	-1.09325
56.733	-1.66205	-1.0716	-1.10295	-1.8953	-1.09385
56.742	-1.66345	-1.07255	-1.10665	-1.89585	-1.09445
56.750	-1.6638	-1.07285	-1.105	-1.896	-1.09485
56.758	-1.66445	-1.07305	-1.10555	-1.89745	-1.0953
56.767	-1.66445	-1.07355	-1.10725	-1.8973	-1.09615
56.775	-1.66685	-1.0754	-1.10545	-1.89985	-1.09795
56.783	-1.66895	-1.0772	-1.1046	-1.89955	-1.0997
56.792	-1.6697	-1.07725	-1.10355	-1.9002	-1.09925
56.800	-1.6698	-1.0781	-1.105	-1.9021	-1.1002
56.808	-1.67235	-1.0797	-1.10455	-1.9025	-1.1013
56.817	-1.67445	-1.08175	-1.10565	-1.90375	-1.10085
56.825	-1.67595	-1.0838	-1.1076	-1.9086	-1.10265
56.833	-1.6752	-1.08595	-1.1073	-1.9086	-1.1048
56.842	-1.67775	-1.0849	-1.1094	-1.90995	-1.10285
56.850	-1.6796	-1.0869	-1.10875	-1.9114	-1.1032
56.858	-1.6809	-1.0891	-1.10845	-1.9123	-1.1044
56.867	-1.681	-1.08965	-1.1113	-1.91325	-1.1026
56.875	-1.6816	-1.0899	-1.11145	-1.9126	-1.1056
56.883	-1.68315	-1.0897	-1.1136	-1.91345	-1.1064
56.892	-1.6844	-1.0904	-1.11725	-1.9156	-1.10725
56.900	-1.68785	-1.091	-1.1178	-1.9154	-1.10665
56.908	-1.68845	-1.08965	-1.11705	-1.91625	-1.1072
56.917	-1.6891	-1.09135	-1.11655	-1.91805	-1.1076
56.925	-1.69165	-1.0944	-1.11805	-1.9183	-1.10495
56.933	-1.69195	-1.0949	-1.11845	-1.92085	-1.10545
56.942	-1.69095	-1.09535	-1.1185	-1.92085	-1.1068
56.950	-1.68965	-1.0943	-1.1204	-1.92085	-1.10485
56.958	-1.6897	-1.0958	-1.1195	-1.924	-1.1056
56.967	-1.6912	-1.09505	-1.1197	-1.92485	-1.10685
56.975	-1.6913	-1.09545	-1.11905	-1.9271	-1.10795
56.983	-1.6946	-1.0951	-1.12105	-1.92605	-1.10815
56.992	-1.6948	-1.09635	-1.12255	-1.92745	-1.10835
57.000	-1.6961	-1.09605	-1.12175	-1.92925	-1.10755
57.008	-1.6961	-1.0984	-1.123	-1.93085	-1.11005
57.017	-1.6969	-1.09805	-1.12345	-1.9315	-1.1113
57.025	-1.6985	-1.0989	-1.1249	-1.93335	-1.11075
57.033	-1.6997	-1.0994	-1.1241	-1.93415	-1.1123
57.042	-1.7005	-1.1002	-1.1201	-1.93425	-1.11265
57.050	-1.70315	-1.10225	-1.1219	-1.93555	-1.1139
57.058	-1.70475	-1.10215	-1.12355	-1.93595	-1.1137
57.067	-1.7039	-1.10345	-1.12325	-1.93545	-1.1151
57.075	-1.70555	-1.10415	-1.12265	-1.9374	-1.1175
57.083	-1.7061	-1.10565	-1.12385	-1.9408	-1.1172
57.092	-1.70655	-1.10695	-1.1253	-1.94045	-1.11785
57.100	-1.7083	-1.1061	-1.12455	-1.9419	-1.11635
57.108	-1.7084	-1.1081	-1.1235	-1.94165	-1.11745
57.117	-1.70985	-1.1084	-1.1269	-1.94435	-1.11695
57.125	-1.70885	-1.11005	-1.1276	-1.94165	-1.11545
57.133	-1.7072	-1.1113	-1.1276	-1.94345	-1.1181
57.142	-1.70915	-1.1106	-1.12905	-1.94245	-1.11995
57.150	-1.7119	-1.11125	-1.13005	-1.94335	-1.11965
57.158	-1.713	-1.10935	-1.1312	-1.945	-1.12075
57.167	-1.7124	-1.1111	-1.1332	-1.94575	-1.12205
57.175	-1.7123	-1.11155	-1.1342	-1.94475	-1.12115
57.183	-1.714	-1.1123	-1.13405	-1.9474	-1.1209
57.192	-1.71445	-1.1137	-1.13455	-1.9491	-1.119
57.200	-1.7136	-1.1146	-1.13565	-1.94845	-1.12065
57.208	-1.7137	-1.1151	-1.13465	-1.94915	-1.1206
57.217	-1.71325	-1.11745	-1.13405	-1.9509	-1.12025
57.225	-1.7123	-1.11395	-1.1328	-1.95185	-1.1211
57.233	-1.71435	-1.1125	-1.1329	-1.95395	-1.12325
57.242	-1.716	-1.1151	-1.13365	-1.95495	-1.1221
57.250	-1.71645	-1.11625	-1.13745	-1.95665	-1.12325
57.258	-1.7184	-1.1145	-1.1357	-1.95695	-1.1233
57.267	-1.7185	-1.1181	-1.13615	-1.95825	-1.123
57.275	-1.719	-1.11695	-1.1381	-1.9596	-1.1257
57.283	-1.72055	-1.11815	-1.1381	-1.9603	-1.12715
57.292	-1.7224	-1.11885	-1.13645	-1.96175	-1.1282
57.300	-1.7225	-1.1172	-1.13485	-1.96	-1.12855
57.308	-1.72535	-1.11935	-1.1336	-1.9618	-1.1279
57.317	-1.7239	-1.12115	-1.1357	-1.96265	-1.1301
57.325	-1.7247	-1.122	-1.1368	-1.95985	-1.1303
57.333	-1.72535	-1.12405	-1.1387	-1.96385	-1.1303
57.342	-1.72725	-1.1255	-1.1376	-1.96545	-1.1302
57.350	-1.72805	-1.1255	-1.13785	-1.9648	-1.1307
57.358	-1.72865	-1.1253	-1.13925	-1.9654	-1.1331
57.367	-1.72795	-1.127	-1.1403	-1.9661	-1.13265
57.375	-1.72925	-1.1272	-1.1402	-1.9674	-1.1301
57.383	-1.7296	-1.1257	-1.14125	-1.9661	-1.1324
57.392	-1.72825	-1.12735	-1.1419	-1.9665	-1.13445
57.400	-1.73055	-1.12805	-1.14335	-1.96635	-1.1348
57.408	-1.733	-1.1281	-1.1435	-1.96515	-1.1369
57.417	-1.73265	-1.1262	-1.14435	-1.96595	-1.13535
57.425	-1.73375	-1.12645	-1.1468	-1.96795	-1.1367
57.433	-1.73185	-1.12945	-1.1486	-1.9677	-1.1351
57.442	-1.73415	-1.12835	-1.1469	-1.96935	-1.13425
57.450	-1.7334	-1.13245	-1.14605	-1.97055	-1.1344
57.458	-1.7327	-1.1312	-1.1463	-1.97	-1.1341
57.467	-1.73375	-1.1325	-1.1467	-1.9714	-1.1343
57.475	-1.7337	-1.1307	-1.148	-1.97205	-1.1351
57.483	-1.73395	-1.13115	-1.149	-1.97455	-1.1345
57.492	-1.73495	-1.13085	-1.14615	-1.9746	-1.135
57.500	-1.73625	-1.12995	-1.15065	-1.97575	-1.1348
57.508	-1.7383	-1.1291	-1.1527	-1.97795	-1.1367
57.517	-1.74025	-1.12925	-1.1537	-1.97725	-1.13645
57.525	-1.73965	-1.13245	-1.15165	-1.9769	-1.13815
57.533	-1.73955	-1.13195	-1.1533	-1.9786	-1.13915
57.542	-1.741	-1.13305	-1.15345	-1.98155	-1.1423
57.550	-1.7424	-1.13345	-1.1509	-1.98165	-1.1419
57.558	-1.74265	-1.13345	-1.1511	-1.9807	-1.143
57.567	-1.74225	-1.13645	-1.15145	-1.98045	-1.14145
57.575	-1.74265	-1.1367	-1.1514	-1.9813	-1.1442
57.583	-1.7446	-1.137	-1.1527	-1.98215	-1.143
57.592	-1.74555	-1.1388	-1.1524	-1.98545	-1.14525
57.600	-1.74565	-1.14045	-1.1542	-1.98585	-1.1458
57.608	-1.74675	-1.14305	-1.15575	-1.98565	-1.1458
57.617	-1.74805	-1.1422	-1.15445	-1.9859	-1.146
57.625	-1.7485	-1.14105	-1.1554	-1.9889	-1.1458
57.633	-1.7496	-1.142	-1.1549	-1.98715	-1.14445
57.642	-1.7488	-1.14315	-1.1552	-1.98705	-1.14545
57.650	-1.7498	-1.1446	-1.15635	-1.9866	-1.14665
57.658	-1.752	-1.1424	-1.15975	-1.98655	-1.1479
57.667	-1.7527	-1.14215	-1.16075	-1.98845	-1.1474
57.675	-1.75435	-1.1433	-1.16275	-1.9881	-1.15
57.683	-1.7532	-1.1451	-1.1619	-1.98985	-1.1507
57.692	-1.75525	-1.1462	-1.1616	-1.98925	-1.14855
57.700	-1.75495	-1.1478	-1.16205	-1.9908	-1.14665
57.708	-1.75335	-1.14725	-1.16345	-1.99145	-1.14905
57.717	-1.75385	-1.1491	-1.16405	-1.9914	-1.1472
57.725	-1.7527	-1.1475	-1.16265	-1.99265	-1.1479
57.733	-1.75655	-1.14845	-1.16195	-1.99385	-1.15065
57.742	-1.7559	-1.14615	-1.1612	-1.99605	-1.15035
57.750	-1.75605	-1.1455	-1.16395	-1.99905	-1.1506
57.758	-1.7578	-1.14655	-1.16525	-2.00085	-1.1502
57.767	-1.7572	-1.14845	-1.16635	-1.999	-1.1496
57.775	-1.759	-1.1486	-1.166	-2.0007	-1.1521
57.783	-1.759	-1.15045	-1.1677	-2.0011	-1.15295
57.792	-1.75935	-1.15045	-1.167	-2.0027	-1.1545
57.800	-1.76165	-1.15015	-1.16535	-2.00235	-1.1573
57.808	-1.76195	-1.15045	-1.16405	-2.003	-1.1582
57.817	-1.76225	-1.15275	-1.166	-2.0033	-1.15835
57.825	-1.766	-1.15145	-1.1675	-2.0041	-1.1594
57.833	-1.76605	-1.15325	-1.1653	-2.00265	-1.15915
57.842	-1.76595	-1.155	-1.16645	-2.00475	-1.1596
57.850	-1.7664	-1.1589	-1.1701	-2.0075	-1.16095
57.858	-1.7676	-1.15805	-1.16895	-2.00515	-1.1608
57.867	-1.7673	-1.1584	-1.16775	-2.01005	-1.16095
57.875	-1.7694	-1.15935	-1.1683	-2.00635	-1.16075
57.883	-1.7681	-1.1589	-1.1686	-2.0091	-1.16005
57.892	-1.7694	-1.15965	-1.1708	-2.00795	-1.16
57.900	-1.7694	-1.1599	-1.17075	-2.0068	-1.1628
57.908	-1.7701	-1.16185	-1.17405	-2.00785	-1.16375
57.917	-1.7723	-1.16195	-1.17485	-2.00835	-1.1645
57.925	-1.7746	-1.16105	-1.17345	-2.00935	-1.1636
57.933	-1.77325	-1.16015	-1.17485	-2.00875	-1.16345
57.942	-1.77425	-1.1633	-1.1757	-2.01035	-1.16385
57.950	-1.7742	-1.1637	-1.1772	-2.0114	-1.16245
57.958	-1.7743	-1.1652	-1.1781	-2.0112	-1.16315
57.967	-1.77165	-1.1644	-1.17935	-2.01435	-1.16325
57.975	-1.7729	-1.16385	-1.17705	-2.0138	-1.1634
57.983	-1.77385	-1.16645	-1.17825	-2.01315	-1.16355
57.992	-1.773	-1.1623	-1.1789	-2.0159	-1.16385
58.000	-1.7743	-1.16515	-1.1776	-2.0174	-1.16615
58.008	-1.77705	-1.1656	-1.1811	-2.0193	-1.1648
58.017	-1.777	-1.16555	-1.1827	-2.0193	-1.16805
58.025	-1.77755	-1.1636	-1.18295	-2.02135	-1.16695
58.033	-1.7786	-1.16405	-1.1825	-2.0222	-1.16675
58.042	-1.77995	-1.1661	-1.18295	-2.02105	-1.16915
58.050	-1.7809	-1.16725	-1.18425	-2.02115	-1.16895
58.058	-1.78255	-1.1667	-1.18135	-2.0216	-1.17085
58.067	-1.7833	-1.16865	-1.1832	-2.02305	-1.17205
58.075	-1.78245	-1.1688	-1.18215	-2.02185	-1.17295
58.083	-1.78295	-1.1703	-1.1828	-2.02265	-1.17265
58.092	-1.78345	-1.1722	-1.18255	-2.02285	-1.17455
58.100	-1.7851	-1.1725	-1.18545	-2.026	-1.1744
58.108	-1.7854	-1.1745	-1.18425	-2.02725	-1.1744
58.117	-1.7863	-1.1755	-1.1865	-2.02905	-1.1749
58.125	-1.7885	-1.17655	-1.1858	-2.029	-1.1749
58.133	-1.78745	-1.17545	-1.187	-2.02965	-1.17655
58.142	-1.78745	-1.1778	-1.18775	-2.0286	-1.17615
58.150	-1.7883	-1.1766	-1.1895	-2.02785	-1.17595
58.158	-1.7888	-1.17905	-1.1904	-2.02885	-1.1792
58.167	-1.7906	-1.17885	-1.19185	-2.02835	-1.17855
58.175	-1.792	-1.1796	-1.1934	-2.0288	-1.179
58.183	-1.792	-1.1783	-1.1935	-2.02935	-1.1799
58.192	-1.793	-1.17935	-1.19485	-2.03045	-1.17965
58.200	-1.7942	-1.18255	-1.1937	-2.03185	-1.17995
58.208	-1.79315	-1.18185	-1.19465	-2.03225	-1.17855
58.217	-1.7922	-1.18185	-1.1958	-2.03315	-1.1788
58.225	-1.7927	-1.18265	-1.19525	-2.0337	-1.17875
58.233	-1.79145	-1.18575	-1.19585	-2.0347	-1.18
58.242	-1.7934	-1.18305	-1.19695	-2.0359	-1.1808
58.250	-1.79375	-1.18275	-1.19425	-2.037	-1.1823
58.258	-1.79525	-1.18335	-1.1952	-2.04015	-1.18195
58.267	-1.7958	-1.1828	-1.19735	-2.04115	-1.18315
58.275	-1.7964	-1.18285	-1.1992	-2.0412	-1.18305
58.283	-1.79705	-1.18285	-1.1984	-2.0436	-1.18375
58.292	-1.7976	-1.1852	-1.19925	-2.0434	-1.1848
58.300	-1.7973	-1.1859	-1.2011	-2.0435	-1.1868
58.308	-1.79985	-1.18615	-1.20175	-2.0432	-1.1874
58.317	-1.80095	-1.187	-1.1984	-2.0447	-1.1858
58.325	-1.80275	-1.1884	-1.1985	-2.0448	-1.1875
58.333	-1.8031	-1.1888	-1.19915	-2.045	-1.18945
58.342	-1.80455	-1.191	-1.199	-2.043	-1.19045
58.350	-1.80535	-1.1922	-1.19875	-2.0452	-1.19085
58.358	-1.80525	-1.19095	-1.19925	-2.04675	-1.18965
58.367	-1.8081	-1.1918	-1.20055	-2.0476	-1.1917
58.375	-1.80885	-1.19395	-1.20305	-2.0485	-1.1927
58.383	-1.8078	-1.1945	-1.2028	-2.0496	-1.19275
58.392	-1.8082	-1.19415	-1.2043	-2.0494	-1.1924
58.400	-1.80785	-1.19555	-1.20415	-2.0493	-1.1912
58.408	-1.8089	-1.19625	-1.20555	-2.04715	-1.19435
58.417	-1.8085	-1.19865	-1.20835	-2.04875	-1.1954
58.425	-1.81235	-1.19795	-1.20785	-2.04845	-1.19765
58.433	-1.81115	-1.19755	-1.2075	-2.04905	-1.1963
58.442	-1.81255	-1.19815	-1.21015	-2.0499	-1.1985
58.450	-1.81425	-1.2019	-1.2136	-2.0488	-1.1971
58.458	-1.81385	-1.2011	-1.2122	-2.05155	-1.19515
58.467	-1.81385	-1.20405	-1.2119	-2.05235	-1.1952
58.475	-1.8134	-1.20275	-1.21355	-2.05325	-1.19635
58.483	-1.81325	-1.20345	-1.2131	-2.05375	-1.1961
58.492	-1.81335	-1.20485	-1.21475	-2.05515	-1.19705
58.500	-1.81225	-1.2018	-1.2129	-2.0552	-1.19615
58.508	-1.8142	-1.2002	-1.2118	-2.0576	-1.19855
58.517	-1.81495	-1.2019	-1.21445	-2.0588	-1.1988
58.525	-1.8159	-1.20275	-1.21635	-2.0598	-1.199
58.533	-1.81525	-1.203	-1.2171	-2.06085	-1.19935
58.542	-1.81795	-1.204	-1.21755	-2.0628	-1.19995
58.550	-1.8182	-1.2044	-1.2187	-2.061	-1.20235
58.558	-1.81985	-1.2048	-1.2189	-2.06235	-1.20325
58.567	-1.8196	-1.2065	-1.2178	-2.0631	-1.2044
58.575	-1.82125	-1.2078	-1.2158	-2.06525	-1.20605
58.583	-1.821	-1.2088	-1.2169	-2.06305	-1.2058
58.592	-1.8209	-1.2102	-1.21675	-2.0631	-1.20665
58.600	-1.8227	-1.2101	-1.2163	-2.0637	-1.20635
58.608	-1.8247	-1.2114	-1.2194	-2.0664	-1.2074
58.617	-1.82495	-1.2153	-1.22025	-2.06775	-1.2084
58.625	-1.82555	-1.21545	-1.2202	-2.068	-1.2095
58.633	-1.8257	-1.21555	-1.2199	-2.06765	-1.2087
58.642	-1.82605	-1.21605	-1.22	-2.06975	-1.20705
58.650	-1.8275	-1.21625	-1.22195	-2.0697	-1.2067
58.658	-1.82715	-1.2183	-1.22345	-2.07045	-1.20885
58.667	-1.82505	-1.2183	-1.2245	-2.06905	-1.21185
58.675	-1.82915	-1.2183	-1.2273	-2.06865	-1.2128
58.683	-1.83025	-1.21905	-1.2307	-2.0701	-1.2134
58.692	-1.832	-1.21775	-1.2313	-2.0698	-1.2146
58.700	-1.83215	-1.21835	-1.23015	-2.07035	-1.21485
58.708	-1.8313	-1.21905	-1.23045	-2.07235	-1.2146
58.717	-1.83245	-1.22155	-1.23205	-2.0721	-1.21355
58.725	-1.8318	-1.22195	-1.23205	-2.0742	-1.21265
58.733	-1.8325	-1.22365	-1.2322	-2.07355	-1.2138
58.742	-1.8303	-1.2222	-1.2324	-2.0742	-1.2125
58.750	-1.83155	-1.2233	-1.234	-2.0787	-1.21665
58.758	-1.83225	-1.22075	-1.2321	-2.0791	-1.217
58.767	-1.833	-1.221	-1.23175	-2.08045	-1.21545
58.775	-1.83525	-1.2215	-1.23555	-2.08225	-1.21725
58.783	-1.8346	-1.2205	-1.2364	-2.08165	-1.21645
58.792	-1.8362	-1.223	-1.23625	-2.0825	-1.21915
58.800	-1.8371	-1.225	-1.23575	-2.08305	-1.2186
58.808	-1.8382	-1.2241	-1.23805	-2.0842	-1.2192
58.817	-1.83875	-1.225	-1.2372	-2.08455	-1.2213
58.825	-1.8402	-1.2267	-1.23605	-2.0833	-1.2204
58.833	-1.83925	-1.2269	-1.2335	-2.08425	-1.2208
58.842	-1.8424	-1.22765	-1.2358	-2.08515	-1.2208
58.850	-1.8436	-1.2287	-1.2355	-2.08545	-1.22185
58.858	-1.8432	-1.23295	-1.2351	-2.0847	-1.2221
58.867	-1.84155	-1.23045	-1.23735	-2.0869	-1.22395
58.875	-1.84425	-1.2337	-1.23915	-2.0872	-1.2256
58.883	-1.84525	-1.23315	-1.24015	-2.0887	-1.22565
58.892	-1.84595	-1.23335	-1.24055	-2.0874	-1.2261
58.900	-1.84625	-1.23475	-1.2404	-2.0909	-1.22545
58.908	-1.8449	-1.2363	-1.2429	-2.0905	-1.2246
58.917	-1.84545	-1.237	-1.2419	-2.0881	-1.2266
58.925	-1.8462	-1.23505	-1.24285	-2.0897	-1.22875
58.933	-1.8476	-1.23455	-1.2444	-2.0896	-1.2281
58.942	-1.84805	-1.23705	-1.2463	-2.0897	-1.2297
58.950	-1.85005	-1.23535	-1.2457	-2.08935	-1.2302
58.958	-1.8501	-1.2376	-1.2462	-2.09055	-1.23095
58.967	-1.8494	-1.2378	-1.2478	-2.0931	-1.22875
58.975	-1.8505	-1.2392	-1.2482	-2.0932	-1.22665
58.983	-1.85025	-1.23975	-1.2489	-2.0937	-1.22785
58.992	-1.848	-1.2392	-1.25005	-2.0941	-1.22945
59.000	-1.84965	-1.2422	-1.2494	-2.095	-1.22805
59.008	-1.85005	-1.23845	-1.25075	-2.09715	-1.231
59.017	-1.8508	-1.2396	-1.2487	-2.097	-1.2303
59.025	-1.85115	-1.2415	-1.249	-2.09875	-1.2324
59.033	-1.85195	-1.2399	-1.252	-2.1005	-1.2323
59.042	-1.85345	-1.2397	-1.2528	-2.10065	-1.2317
59.050	-1.85245	-1.24185	-1.25155	-2.102	-1.2319
59.058	-1.853	-1.24375	-1.2538	-2.10215	-1.2338
59.067	-1.85495	-1.24415	-1.25345	-2.1028	-1.2358
59.075	-1.8565	-1.24415	-1.2516	-2.10175	-1.2372
59.083	-1.85645	-1.24465	-1.25295	-2.10295	-1.23975
59.092	-1.85745	-1.2439	-1.25105	-2.10155	-1.2388
59.100	-1.85905	-1.246	-1.2517	-2.1032	-1.23945
59.108	-1.85975	-1.24795	-1.2518	-2.10035	-1.2394
59.117	-1.86	-1.2477	-1.25375	-2.103	-1.24075
59.125	-1.8611	-1.25085	-1.2547	-2.1045	-1.24115
59.133	-1.86185	-1.2517	-1.2554	-2.10595	-1.23895
59.142	-1.86315	-1.25135	-1.25525	-2.1067	-1.23925
59.150	-1.86465	-1.253	-1.25625	-2.1073	-1.2408
59.158	-1.86285	-1.2554	-1.25455	-2.10835	-1.24075
59.167	-1.8624	-1.25485	-1.25815	-2.1064	-1.23925
59.175	-1.8607	-1.2527	-1.25715	-2.10725	-1.2434
59.183	-1.86395	-1.25405	-1.2587	-2.10615	-1.2435
59.192	-1.8652	-1.25345	-1.25865	-2.1064	-1.24355
59.200	-1.8665	-1.25435	-1.25965	-2.1076	-1.24595
59.208	-1.8669	-1.25325	-1.25885	-2.10755	-1.2455
59.217	-1.86635	-1.2543	-1.2616	-2.1105	-1.24495
59.225	-1.8682	-1.25595	-1.2627	-2.11075	-1.24335
59.233	-1.86725	-1.25775	-1.26255	-2.10975	-1.2429
59.242	-1.8657	-1.25755	-1.2616	-2.11185	-1.24315
59.250	-1.86685	-1.25735	-1.26425	-2.1113	-1.24145
59.258	-1.86605	-1.25905	-1.26255	-2.11365	-1.24435
59.267	-1.8681	-1.2572	-1.2654	-2.113	-1.244
59.275	-1.8678	-1.25695	-1.26225	-2.1153	-1.24435
59.283	-1.8694	-1.2578	-1.266	-2.1167	-1.2471
59.292	-1.8711	-1.2556	-1.26685	-2.11675	-1.24735
59.300	-1.8715	-1.25635	-1.26915	-2.11735	-1.24815
59.308	-1.8718	-1.25775	-1.2683	-2.11855	-1.25005
59.317	-1.87225	-1.25905	-1.2699	-2.11795	-1.24755
59.325	-1.873	-1.2603	-1.26965	-2.11955	-1.2511
59.333	-1.87505	-1.2596	-1.26735	-2.1212	-1.2499
59.342	-1.87655	-1.262	-1.268	-2.12135	-1.2513
59.350	-1.8781	-1.2618	-1.2681	-2.1202	-1.2529
59.358	-1.87855	-1.26295	-1.26815	-2.12115	-1.252
59.367	-1.87925	-1.2632	-1.26875	-2.11965	-1.25375
59.375	-1.87965	-1.26355	-1.2697	-2.12325	-1.2524
59.383	-1.8808	-1.265	-1.2703	-2.12225	-1.25425
59.392	-1.8805	-1.26655	-1.2707	-2.12365	-1.25465
59.400	-1.88025	-1.2674	-1.2702	-2.12535	-1.25665
59.408	-1.88075	-1.2681	-1.2719	-2.12495	-1.25445
59.417	-1.88165	-1.2682	-1.2706	-2.12675	-1.25205
59.425	-1.88365	-1.2685	-1.27225	-2.12535	-1.25405
59.433	-1.8809	-1.27025	-1.27355	-2.12495	-1.25615
59.442	-1.8829	-1.2686	-1.2733	-2.1257	-1.2575
59.450	-1.8846	-1.2671	-1.2722	-2.1254	-1.2583
59.458	-1.88545	-1.26775	-1.27465	-2.1256	-1.2579
59.467	-1.88585	-1.27055	-1.27625	-2.12595	-1.2571
59.475	-1.88565	-1.26985	-1.27515	-2.12735	-1.25695
59.483	-1.88725	-1.27235	-1.276	-2.1287	-1.257
59.492	-1.8858	-1.27205	-1.27665	-2.12855	-1.2551
59.500	-1.88525	-1.27365	-1.2778	-2.12965	-1.25645
59.508	-1.8874	-1.2744	-1.27675	-2.12925	-1.25565
59.517	-1.88615	-1.27315	-1.27655	-2.13	-1.2579
59.525	-1.88595	-1.2723	-1.2754	-2.13285	-1.2565
59.533	-1.88685	-1.27215	-1.27845	-2.131	-1.259
59.542	-1.8871	-1.2718	-1.278	-2.13275	-1.2591
59.550	-1.8873	-1.27245	-1.2799	-2.1328	-1.25985
59.558	-1.88915	-1.2729	-1.28035	-2.1345	-1.2596
59.567	-1.88755	-1.2746	-1.2804	-2.13435	-1.2627
59.575	-1.8904	-1.27365	-1.28055	-2.135	-1.26285
59.583	-1.8894	-1.27515	-1.2817	-2.13595	-1.26415
59.592	-1.89115	-1.27535	-1.2799	-2.1377	-1.266
59.600	-1.893	-1.27475	-1.27885	-2.13605	-1.26825
59.608	-1.89235	-1.2774	-1.27865	-2.1353	-1.2654
59.617	-1.89345	-1.27615	-1.2804	-2.13685	-1.2645
59.625	-1.89535	-1.27865	-1.2788	-2.13735	-1.2684
59.633	-1.8948	-1.282	-1.2814	-2.13955	-1.2697
59.642	-1.8954	-1.28225	-1.2828	-2.14045	-1.2688
59.650	-1.89495	-1.28205	-1.28265	-2.13995	-1.2671
59.658	-1.89605	-1.2812	-1.2836	-2.14255	-1.26875
59.667	-1.898	-1.2819	-1.28325	-2.1407	-1.26815
59.675	-1.8959	-1.28285	-1.28435	-2.14145	-1.2663
59.683	-1.8966	-1.28325	-1.28635	-2.14015	-1.26965
59.692	-1.898	-1.2827	-1.2866	-2.1399	-1.2707
59.700	-1.9001	-1.2842	-1.2882	-2.1411	-1.2697
59.708	-1.9005	-1.2848	-1.28905	-2.14205	-1.2705
59.717	-1.90125	-1.2842	-1.2888	-2.14195	-1.26995
59.725	-1.90225	-1.2842	-1.2883	-2.14425	-1.27265
59.733	-1.9026	-1.28665	-1.28995	-2.14415	-1.2692
59.742	-1.9014	-1.2871	-1.2894	-2.14455	-1.26935
59.750	-1.9012	-1.28775	-1.2913	-2.14405	-1.2684
59.758	-1.9	-1.288	-1.2903	-2.1444	-1.2684
59.767	-1.90035	-1.2891	-1.29075	-2.1467	-1.2691
59.775	-1.90025	-1.28635	-1.29065	-2.1481	-1.26935
59.783	-1.90175	-1.28385	-1.28955	-2.1489	-1.2716
59.792	-1.9025	-1.28615	-1.2895	-2.14905	-1.2717
59.800	-1.90425	-1.2851	-1.29175	-2.14855	-1.2724
59.808	-1.90365	-1.28565	-1.29125	-2.15045	-1.2724
59.817	-1.9042	-1.2868	-1.2931	-2.15085	-1.27175
59.825	-1.9056	-1.2874	-1.29345	-2.1523	-1.27335
59.833	-1.90645	-1.2873	-1.29325	-2.15185	-1.27675
59.842	-1.90805	-1.2885	-1.2937	-2.15295	-1.27555
59.850	-1.90785	-1.28795	-1.29225	-2.15125	-1.2749
59.858	-1.91065	-1.28845	-1.29175	-2.1529	-1.27725
59.867	-1.91245	-1.2907	-1.29285	-2.154	-1.27815
59.875	-1.91215	-1.292	-1.2932	-2.1513	-1.27825
