Samples	water	D-St6	D-St7	D-St8	D-St9
33.733	-1.0034	-0.6398	-0.6531	-1.18175	-0.62435
33.742	-1.00435	-0.64175	-0.6519	-1.1829	-0.6235
33.750	-1.00415	-0.64285	-0.6538	-1.18525	-0.62785
33.758	-1.0051	-0.6424	-0.6545	-1.1856	-0.62815
33.767	-1.00655	-0.6444	-0.65155	-1.1856	-0.6295
33.775	-1.0065	-0.64115	-0.6501	-1.18495	-0.6307
33.783	-1.0064	-0.643	-0.65235	-1.18515	-0.62965
33.792	-1.00705	-0.6453	-0.6501	-1.18415	-0.62905
33.800	-1.00785	-0.64345	-0.64985	-1.1856	-0.62955
33.808	-1.00845	-0.6463	-0.6512	-1.18745	-0.63015
33.817	-1.00645	-0.64815	-0.6521	-1.1873	-0.63035
33.825	-1.0077	-0.6478	-0.65125	-1.1849	-0.6311
33.833	-1.0065	-0.6473	-0.6514	-1.1855	-0.6284
33.842	-1.00455	-0.64895	-0.65165	-1.1841	-0.62845
33.850	-1.0048	-0.64935	-0.65235	-1.1841	-0.62685
33.858	-1.00255	-0.6493	-0.6537	-1.1785	-0.62885
33.867	-1.0009	-0.6505	-0.6541	-1.1795	-0.6307
33.875	-1.0015	-0.6506	-0.6528	-1.17645	-0.62945
33.883	-1.0007	-0.648	-0.6548	-1.17345	-0.6304
33.892	-1.0004	-0.6477	-0.65455	-1.1733	-0.62995
33.900	-0.9986	-0.64875	-0.65445	-1.1721	-0.6307
33.908	-0.9966	-0.64805	-0.6547	-1.17	-0.62995
33.917	-0.9946	-0.6487	-0.6535	-1.16985	-0.6265
33.925	-0.9896	-0.6489	-0.654	-1.165	-0.62565
33.933	-0.989	-0.6483	-0.6532	-1.16285	-0.6253
33.942	-0.98475	-0.64815	-0.652	-1.16235	-0.6238
33.950	-0.98175	-0.6476	-0.6504	-1.15905	-0.62525
33.958	-0.98105	-0.64495	-0.64935	-1.15725	-0.6251
33.967	-0.97795	-0.6436	-0.6494	-1.15585	-0.6253
33.975	-0.9778	-0.64155	-0.6498	-1.15305	-0.6251
33.983	-0.97545	-0.6409	-0.6506	-1.1516	-0.6229
33.992	-0.9738	-0.64195	-0.6483	-1.14895	-0.6227
34.000	-0.97235	-0.64205	-0.64885	-1.14835	-0.6231
34.008	-0.97035	-0.6409	-0.64765	-1.14635	-0.6236
34.017	-0.9718	-0.6408	-0.6469	-1.14535	-0.6248
34.025	-0.9715	-0.63875	-0.6437	-1.1464	-0.62325
34.033	-0.97325	-0.6373	-0.6431	-1.14445	-0.6233
34.042	-0.9741	-0.6381	-0.6428	-1.14575	-0.6222
34.050	-0.9754	-0.638	-0.64065	-1.1434	-0.6215
34.058	-0.97535	-0.6376	-0.64035	-1.14715	-0.6204
34.067	-0.97525	-0.6382	-0.63975	-1.1501	-0.62
34.075	-0.9777	-0.64	-0.6404	-1.152	-0.6212
34.083	-0.979	-0.63745	-0.64125	-1.15475	-0.6211
34.092	-0.98015	-0.6366	-0.6411	-1.15645	-0.61915
34.100	-0.9832	-0.6367	-0.63935	-1.1595	-0.62015
34.108	-0.9832	-0.63715	-0.64175	-1.1601	-0.6186
34.117	-0.98385	-0.63845	-0.6412	-1.1619	-0.62145
34.125	-0.98655	-0.6386	-0.64135	-1.16425	-0.6234
34.133	-0.99105	-0.6359	-0.6459	-1.16635	-0.6246
34.142	-0.994	-0.63565	-0.6453	-1.1696	-0.62295
34.150	-0.9964	-0.6365	-0.6438	-1.17285	-0.6244
34.158	-0.99805	-0.63705	-0.64525	-1.17605	-0.6238
34.167	-1.00005	-0.6413	-0.6462	-1.1786	-0.6227
34.175	-1.0026	-0.64175	-0.6481	-1.18125	-0.6234
34.183	-1.00375	-0.63995	-0.6483	-1.18405	-0.622
34.192	-1.0035	-0.6453	-0.6486	-1.18595	-0.62325
34.200	-1.0047	-0.64315	-0.6491	-1.18835	-0.62305
34.208	-1.0064	-0.6419	-0.649	-1.1909	-0.62515
34.217	-1.00875	-0.64165	-0.64805	-1.19275	-0.62755
34.225	-1.01015	-0.6421	-0.65065	-1.1948	-0.62615
34.233	-1.0117	-0.6425	-0.6526	-1.19475	-0.62685
34.242	-1.01425	-0.6432	-0.65265	-1.19575	-0.62745
34.250	-1.01405	-0.64445	-0.6556	-1.197	-0.62715
34.258	-1.015	-0.6461	-0.65375	-1.2009	-0.6295
34.267	-1.0161	-0.64755	-0.655	-1.2016	-0.63045
34.275	-1.01725	-0.64715	-0.65425	-1.202	-0.63285
34.283	-1.0181	-0.6455	-0.6524	-1.2023	-0.63355
34.292	-1.0201	-0.64665	-0.65475	-1.20325	-0.63265
34.300	-1.0216	-0.6483	-0.655	-1.203	-0.6335
34.308	-1.0216	-0.6474	-0.65425	-1.2027	-0.6344
34.317	-1.02165	-0.65205	-0.65425	-1.2046	-0.63445
34.325	-1.0228	-0.65285	-0.65465	-1.2074	-0.63475
34.333	-1.02225	-0.65215	-0.65645	-1.2061	-0.63375
34.342	-1.023	-0.652	-0.65515	-1.20625	-0.6336
34.350	-1.024	-0.651	-0.6559	-1.2083	-0.63545
34.358	-1.02345	-0.65455	-0.6546	-1.2086	-0.6324
34.367	-1.02365	-0.6533	-0.65525	-1.20635	-0.63225
34.375	-1.02275	-0.6517	-0.6565	-1.20585	-0.63625
34.383	-1.024	-0.65135	-0.65665	-1.2059	-0.63515
34.392	-1.0268	-0.65125	-0.658	-1.20485	-0.63715
34.400	-1.02755	-0.64855	-0.65725	-1.20415	-0.63765
34.408	-1.02595	-0.6495	-0.6581	-1.2048	-0.6373
34.417	-1.02825	-0.6516	-0.65825	-1.20585	-0.63595
34.425	-1.0274	-0.6518	-0.65825	-1.20745	-0.6353
34.433	-1.0281	-0.6517	-0.65785	-1.20665	-0.63565
34.442	-1.0252	-0.6518	-0.6586	-1.20625	-0.6348
34.450	-1.02765	-0.6507	-0.65865	-1.20825	-0.6356
34.458	-1.0264	-0.6488	-0.65855	-1.20865	-0.63695
34.467	-1.0274	-0.64685	-0.6593	-1.2091	-0.63675
34.475	-1.0281	-0.6472	-0.65655	-1.20995	-0.63775
34.483	-1.0284	-0.6474	-0.65805	-1.20715	-0.63915
34.492	-1.02835	-0.64495	-0.65855	-1.2091	-0.63645
34.500	-1.028	-0.64445	-0.65935	-1.20975	-0.63765
34.508	-1.02825	-0.6428	-0.6587	-1.2114	-0.63885
34.517	-1.0283	-0.64355	-0.6596	-1.20945	-0.6384
34.525	-1.0293	-0.64465	-0.65835	-1.2094	-0.6409
34.533	-1.03015	-0.64095	-0.6568	-1.20985	-0.6392
34.542	-1.03125	-0.64305	-0.65605	-1.20995	-0.6407
34.550	-1.03365	-0.64065	-0.65675	-1.2106	-0.64095
34.558	-1.0362	-0.64225	-0.6574	-1.2076	-0.6419
34.567	-1.0347	-0.6429	-0.65635	-1.209	-0.6406
34.575	-1.0353	-0.643	-0.6579	-1.20965	-0.6418
34.583	-1.0342	-0.64185	-0.6566	-1.2117	-0.64175
34.592	-1.0361	-0.64245	-0.6585	-1.2113	-0.6422
34.600	-1.0362	-0.64085	-0.6557	-1.2116	-0.64245
34.608	-1.03565	-0.64155	-0.6564	-1.21305	-0.6427
34.617	-1.0352	-0.64075	-0.65635	-1.2112	-0.6395
34.625	-1.0349	-0.6411	-0.6576	-1.20965	-0.641
34.633	-1.03475	-0.6418	-0.65775	-1.20965	-0.64135
34.642	-1.0349	-0.64145	-0.66265	-1.20895	-0.64335
34.650	-1.0374	-0.6433	-0.66055	-1.20985	-0.64295
34.658	-1.03665	-0.64005	-0.6616	-1.2092	-0.6435
34.667	-1.03825	-0.64125	-0.66165	-1.2089	-0.64505
34.675	-1.03795	-0.64325	-0.6621	-1.21125	-0.64355
34.683	-1.0384	-0.64495	-0.6621	-1.2103	-0.64245
34.692	-1.03605	-0.64385	-0.66205	-1.21035	-0.64185
34.700	-1.03575	-0.6457	-0.66335	-1.2088	-0.6414
34.708	-1.03635	-0.646	-0.664	-1.2119	-0.6426
34.717	-1.0372	-0.6438	-0.66315	-1.2124	-0.6416
34.725	-1.0362	-0.6434	-0.66075	-1.2132	-0.64265
34.733	-1.0374	-0.64405	-0.6617	-1.21565	-0.6439
34.742	-1.03685	-0.64475	-0.6644	-1.21755	-0.64295
34.750	-1.03755	-0.6441	-0.66405	-1.21705	-0.64455
34.758	-1.0368	-0.64565	-0.66365	-1.21685	-0.6433
34.767	-1.03665	-0.64685	-0.664	-1.21715	-0.6465
34.775	-1.03765	-0.6465	-0.66705	-1.2185	-0.64605
34.783	-1.0396	-0.64735	-0.66595	-1.2183	-0.6471
34.792	-1.03865	-0.64905	-0.66575	-1.21855	-0.64945
34.800	-1.0411	-0.64895	-0.665	-1.2191	-0.6476
34.808	-1.0409	-0.65175	-0.6649	-1.21855	-0.6487
34.817	-1.04195	-0.65175	-0.66505	-1.2174	-0.6486
34.825	-1.04185	-0.6558	-0.66515	-1.21835	-0.6483
34.833	-1.0418	-0.657	-0.665	-1.2212	-0.6502
34.842	-1.04135	-0.66005	-0.6664	-1.22175	-0.6486
34.850	-1.04145	-0.6602	-0.66575	-1.22055	-0.6476
34.858	-1.04045	-0.6604	-0.66685	-1.2227	-0.64805
34.867	-1.04295	-0.66085	-0.66795	-1.2215	-0.6484
34.875	-1.04145	-0.6618	-0.66635	-1.22185	-0.6462
34.883	-1.0384	-0.6624	-0.66995	-1.22065	-0.64805
34.892	-1.0381	-0.66405	-0.66755	-1.22155	-0.65075
34.900	-1.0418	-0.6627	-0.67085	-1.22245	-0.65
34.908	-1.04165	-0.6617	-0.67255	-1.22175	-0.6479
34.917	-1.04405	-0.65895	-0.6708	-1.22135	-0.6499
34.925	-1.0439	-0.6637	-0.67155	-1.22365	-0.64955
34.933	-1.0434	-0.6645	-0.6709	-1.22605	-0.64975
34.942	-1.0436	-0.66515	-0.6722	-1.22575	-0.64655
34.950	-1.04375	-0.66655	-0.674	-1.2247	-0.64765
34.958	-1.04245	-0.66695	-0.6733	-1.22665	-0.6457
34.967	-1.042	-0.6672	-0.67235	-1.2263	-0.64775
34.975	-1.04215	-0.6665	-0.6718	-1.2287	-0.6483
34.983	-1.04305	-0.66465	-0.6698	-1.2298	-0.64755
34.992	-1.04265	-0.6645	-0.67255	-1.23025	-0.64925
35.000	-1.0463	-0.66415	-0.6737	-1.2298	-0.64975
35.008	-1.0451	-0.6645	-0.67565	-1.2305	-0.6481
35.017	-1.0455	-0.66625	-0.6746	-1.2323	-0.65075
35.025	-1.0453	-0.66725	-0.67645	-1.2321	-0.64975
35.033	-1.0445	-0.66725	-0.67505	-1.2321	-0.6529
35.042	-1.0458	-0.66575	-0.67575	-1.2337	-0.6531
35.050	-1.04685	-0.6684	-0.6732	-1.233	-0.65405
35.058	-1.0451	-0.6681	-0.67385	-1.23215	-0.65275
35.067	-1.0467	-0.66945	-0.6755	-1.23325	-0.6537
35.075	-1.04805	-0.67025	-0.67445	-1.23225	-0.6549
35.083	-1.0488	-0.6708	-0.67575	-1.2328	-0.65435
35.092	-1.0466	-0.67125	-0.6746	-1.2354	-0.65385
35.100	-1.04865	-0.67175	-0.6756	-1.23575	-0.65585
35.108	-1.0486	-0.67185	-0.67695	-1.23595	-0.6554
35.117	-1.0492	-0.6718	-0.67555	-1.2363	-0.65365
35.125	-1.04855	-0.67195	-0.67585	-1.23665	-0.65195
35.133	-1.0493	-0.67285	-0.67445	-1.23265	-0.65215
35.142	-1.0476	-0.67295	-0.67645	-1.2342	-0.65385
35.150	-1.04895	-0.67325	-0.6765	-1.23345	-0.6539
35.158	-1.04925	-0.67355	-0.67695	-1.2347	-0.6542
35.167	-1.05035	-0.67265	-0.6751	-1.23365	-0.65625
35.175	-1.05115	-0.67305	-0.6754	-1.23535	-0.6545
35.183	-1.04995	-0.6746	-0.67605	-1.2366	-0.65205
35.192	-1.05135	-0.6749	-0.67755	-1.2357	-0.6512
35.200	-1.05105	-0.676	-0.6766	-1.23605	-0.65215
35.208	-1.0497	-0.675	-0.67655	-1.2371	-0.65065
35.217	-1.04895	-0.67645	-0.67835	-1.23555	-0.65245
35.225	-1.049	-0.6761	-0.6758	-1.23705	-0.65055
35.233	-1.0477	-0.67465	-0.67525	-1.23905	-0.652
35.242	-1.05	-0.67405	-0.67565	-1.2406	-0.6519
35.250	-1.05055	-0.67255	-0.6759	-1.2421	-0.6524
35.258	-1.0505	-0.6731	-0.6777	-1.24215	-0.65265
35.267	-1.05	-0.67245	-0.6785	-1.2409	-0.65055
35.275	-1.05035	-0.6729	-0.6795	-1.24015	-0.6501
35.283	-1.0499	-0.67225	-0.67975	-1.243	-0.6504
35.292	-1.05145	-0.6722	-0.68025	-1.24235	-0.65285
35.300	-1.05255	-0.6712	-0.6777	-1.24305	-0.65585
35.308	-1.0535	-0.67155	-0.6789	-1.2432	-0.6556
35.317	-1.05585	-0.67105	-0.6771	-1.2436	-0.6561
35.325	-1.05435	-0.6723	-0.67665	-1.24175	-0.65545
35.333	-1.0547	-0.67385	-0.6775	-1.23955	-0.65655
35.342	-1.055	-0.67745	-0.67655	-1.24415	-0.65585
35.350	-1.05595	-0.6768	-0.68015	-1.24345	-0.6574
35.358	-1.0551	-0.67775	-0.67945	-1.24565	-0.6563
35.367	-1.0551	-0.67895	-0.6787	-1.24565	-0.65555
35.375	-1.05785	-0.6813	-0.68005	-1.24615	-0.65625
35.383	-1.056	-0.68075	-0.67925	-1.2462	-0.6553
35.392	-1.0562	-0.679	-0.6802	-1.24375	-0.65625
35.400	-1.05535	-0.681	-0.68065	-1.2452	-0.659
35.408	-1.05805	-0.68065	-0.68245	-1.24375	-0.65975
35.417	-1.05895	-0.68085	-0.6833	-1.24255	-0.6614
35.425	-1.0598	-0.6775	-0.6833	-1.24355	-0.65975
35.433	-1.0598	-0.67825	-0.68455	-1.24385	-0.6616
35.442	-1.05895	-0.6813	-0.68525	-1.2453	-0.65855
35.450	-1.06075	-0.6805	-0.68625	-1.2441	-0.6592
35.458	-1.0589	-0.68205	-0.68615	-1.2444	-0.6602
35.467	-1.0588	-0.6818	-0.6866	-1.24415	-0.65825
35.475	-1.0576	-0.68385	-0.6856	-1.24585	-0.6589
35.483	-1.0575	-0.6823	-0.68555	-1.24425	-0.65805
35.492	-1.05885	-0.68055	-0.6851	-1.24625	-0.6604
35.500	-1.05885	-0.68145	-0.68605	-1.2465	-0.6614
35.508	-1.05865	-0.6801	-0.68755	-1.2484	-0.6617
35.517	-1.05905	-0.68005	-0.6887	-1.2493	-0.6596
35.525	-1.05995	-0.67885	-0.68715	-1.2497	-0.6621
35.533	-1.05935	-0.6802	-0.6876	-1.2481	-0.66
35.542	-1.0595	-0.6811	-0.68795	-1.2468	-0.6632
35.550	-1.0603	-0.68015	-0.68615	-1.2486	-0.66445
35.558	-1.0611	-0.67825	-0.6847	-1.2485	-0.66325
35.567	-1.0623	-0.6786	-0.68465	-1.24925	-0.6642
35.575	-1.0648	-0.67985	-0.6863	-1.2478	-0.66385
35.583	-1.0649	-0.6798	-0.6841	-1.2452	-0.66505
35.592	-1.0637	-0.6803	-0.6859	-1.24815	-0.6641
35.600	-1.0637	-0.6817	-0.685	-1.2481	-0.66405
35.608	-1.0633	-0.6817	-0.68485	-1.2499	-0.6649
35.617	-1.06235	-0.6826	-0.68605	-1.24905	-0.666
35.625	-1.06405	-0.6826	-0.6859	-1.2494	-0.66445
35.633	-1.0618	-0.68045	-0.6853	-1.25005	-0.66295
35.642	-1.0618	-0.682	-0.68595	-1.24885	-0.6621
35.650	-1.06275	-0.6811	-0.68485	-1.24745	-0.6648
35.658	-1.06095	-0.6801	-0.6864	-1.24595	-0.6637
35.667	-1.0621	-0.68025	-0.68525	-1.2463	-0.6644
35.675	-1.0631	-0.68085	-0.6843	-1.2458	-0.66335
35.683	-1.0645	-0.67755	-0.6853	-1.24635	-0.6655
35.692	-1.06635	-0.67915	-0.68735	-1.24825	-0.66415
35.700	-1.0654	-0.68235	-0.68755	-1.2484	-0.66205
35.708	-1.06605	-0.68205	-0.6854	-1.24875	-0.6611
35.717	-1.062	-0.6811	-0.68655	-1.24805	-0.6606
35.725	-1.0628	-0.6807	-0.68715	-1.2487	-0.6632
35.733	-1.0639	-0.68105	-0.68685	-1.24925	-0.66205
35.742	-1.06325	-0.67925	-0.68565	-1.25005	-0.6614
35.750	-1.06365	-0.67835	-0.68295	-1.25375	-0.6628
35.758	-1.06545	-0.67885	-0.6843	-1.25525	-0.6612
35.767	-1.06575	-0.67715	-0.6861	-1.2554	-0.66205
35.775	-1.06555	-0.67605	-0.6883	-1.2543	-0.6615
35.783	-1.0656	-0.6766	-0.68735	-1.25335	-0.66135
35.792	-1.0646	-0.67675	-0.68765	-1.255	-0.6638
35.800	-1.06645	-0.6765	-0.68765	-1.2549	-0.664
35.808	-1.06745	-0.67755	-0.68605	-1.25455	-0.66615
35.817	-1.06795	-0.675	-0.68585	-1.2547	-0.66695
35.825	-1.06925	-0.6771	-0.6855	-1.25475	-0.66705
35.833	-1.0691	-0.67695	-0.6846	-1.2552	-0.66695
35.842	-1.07075	-0.67795	-0.6862	-1.25215	-0.66615
35.850	-1.07025	-0.6784	-0.68455	-1.25365	-0.6691
35.858	-1.0717	-0.6769	-0.6851	-1.25695	-0.66865
35.867	-1.07105	-0.67695	-0.687	-1.2546	-0.66905
35.875	-1.06945	-0.68015	-0.6863	-1.2568	-0.66905
35.883	-1.07005	-0.68075	-0.6864	-1.2552	-0.66775
35.892	-1.07085	-0.6811	-0.68785	-1.2569	-0.66695
35.900	-1.0706	-0.68205	-0.68795	-1.2544	-0.6667
35.908	-1.06875	-0.6828	-0.68905	-1.25455	-0.6679
35.917	-1.06905	-0.68265	-0.688	-1.2566	-0.67005
35.925	-1.07255	-0.68395	-0.69035	-1.25525	-0.66995
35.933	-1.072	-0.6819	-0.68935	-1.25375	-0.6694
35.942	-1.07315	-0.68215	-0.69035	-1.25395	-0.6694
35.950	-1.0715	-0.68345	-0.6899	-1.25545	-0.67015
35.958	-1.07185	-0.6851	-0.69025	-1.2559	-0.66795
35.967	-1.0716	-0.68605	-0.6931	-1.25635	-0.66905
35.975	-1.0698	-0.6852	-0.6912	-1.25565	-0.6692
35.983	-1.07085	-0.687	-0.6909	-1.257	-0.66825
35.992	-1.0694	-0.68575	-0.6913	-1.2571	-0.66785
36.000	-1.06915	-0.68485	-0.69105	-1.2581	-0.66835
36.008	-1.06815	-0.68325	-0.6902	-1.2593	-0.66855
36.017	-1.0685	-0.6841	-0.69145	-1.25855	-0.6683
36.025	-1.07195	-0.68475	-0.6945	-1.25895	-0.6687
36.033	-1.0715	-0.68335	-0.69355	-1.2595	-0.6683
36.042	-1.0703	-0.68535	-0.69265	-1.26105	-0.66795
36.050	-1.0717	-0.68205	-0.69275	-1.2609	-0.66965
36.058	-1.0714	-0.685	-0.69365	-1.26135	-0.66825
36.067	-1.07375	-0.68325	-0.6929	-1.2614	-0.67
36.075	-1.0753	-0.6836	-0.6894	-1.2621	-0.66905
36.083	-1.0713	-0.68385	-0.692	-1.26175	-0.6696
36.092	-1.07345	-0.6852	-0.6926	-1.26075	-0.6701
36.100	-1.07265	-0.6843	-0.6903	-1.2591	-0.6694
36.108	-1.0737	-0.68685	-0.6913	-1.26135	-0.6712
36.117	-1.07235	-0.6874	-0.69175	-1.2645	-0.6698
36.125	-1.07535	-0.68635	-0.69145	-1.2645	-0.67105
36.133	-1.0775	-0.68615	-0.69115	-1.2659	-0.6687
36.142	-1.0773	-0.68615	-0.6893	-1.2647	-0.6678
36.150	-1.0753	-0.68745	-0.69105	-1.267	-0.6676
36.158	-1.07555	-0.68995	-0.69125	-1.26515	-0.6705
36.167	-1.0745	-0.68935	-0.69295	-1.2637	-0.6717
36.175	-1.0769	-0.68585	-0.6932	-1.2629	-0.6713
36.183	-1.0794	-0.68865	-0.6921	-1.2639	-0.67205
36.192	-1.0795	-0.6883	-0.6934	-1.26505	-0.6722
36.200	-1.0797	-0.68625	-0.69305	-1.2639	-0.6729
36.208	-1.0805	-0.68925	-0.69375	-1.2646	-0.67015
36.217	-1.08055	-0.68905	-0.6942	-1.265	-0.67025
36.225	-1.0804	-0.68925	-0.69525	-1.26605	-0.66965
36.233	-1.07685	-0.6893	-0.695	-1.26505	-0.6707
36.242	-1.0773	-0.68975	-0.6963	-1.2661	-0.67015
36.250	-1.0795	-0.68925	-0.6941	-1.26715	-0.67115
36.258	-1.07875	-0.6878	-0.69265	-1.26805	-0.672
36.267	-1.07795	-0.687	-0.6936	-1.27035	-0.67235
36.275	-1.07975	-0.687	-0.6945	-1.26965	-0.67135
36.283	-1.0793	-0.68565	-0.69585	-1.27055	-0.6714
36.292	-1.08205	-0.68605	-0.698	-1.2711	-0.6732
36.300	-1.08005	-0.6866	-0.69645	-1.26975	-0.67245
36.308	-1.08065	-0.68465	-0.697	-1.26935	-0.67405
36.317	-1.0797	-0.6847	-0.69605	-1.2676	-0.67395
36.325	-1.0805	-0.68175	-0.6939	-1.2673	-0.67865
36.333	-1.08235	-0.68125	-0.6928	-1.26755	-0.6772
36.342	-1.08245	-0.6813	-0.6912	-1.2661	-0.6781
36.350	-1.0821	-0.68075	-0.6912	-1.266	-0.67815
36.358	-1.08325	-0.6781	-0.6898	-1.26555	-0.6795
36.367	-1.08355	-0.6743	-0.69005	-1.26725	-0.67755
36.375	-1.08595	-0.67345	-0.6896	-1.26635	-0.67715
36.383	-1.08465	-0.67155	-0.68735	-1.265	-0.6765
36.392	-1.0842	-0.66685	-0.6863	-1.26395	-0.6768
36.400	-1.0847	-0.6659	-0.68615	-1.2646	-0.67685
36.408	-1.0843	-0.6647	-0.68445	-1.26245	-0.6744
36.417	-1.08505	-0.65935	-0.6841	-1.25945	-0.67475
36.425	-1.08155	-0.65615	-0.6812	-1.25735	-0.67695
36.433	-1.0838	-0.65105	-0.6809	-1.2565	-0.67655
36.442	-1.08625	-0.6471	-0.6785	-1.2547	-0.6772
36.450	-1.086	-0.64125	-0.6771	-1.25465	-0.6741
36.458	-1.08695	-0.6379	-0.67525	-1.25295	-0.6764
36.467	-1.08725	-0.6349	-0.6719	-1.251	-0.6743
36.475	-1.08745	-0.62985	-0.669	-1.2489	-0.67405
36.483	-1.08635	-0.6235	-0.6669	-1.24655	-0.67225
36.492	-1.0866	-0.6186	-0.6632	-1.24735	-0.66875
36.500	-1.086	-0.6139	-0.66055	-1.24525	-0.66995
36.508	-1.08705	-0.60735	-0.6596	-1.24465	-0.67
36.517	-1.0853	-0.6011	-0.6529	-1.24295	-0.66995
36.525	-1.0865	-0.5921	-0.6528	-1.24115	-0.6727
36.533	-1.08845	-0.58785	-0.65125	-1.241	-0.6688
36.542	-1.08695	-0.5814	-0.6483	-1.2401	-0.67
36.550	-1.08775	-0.57435	-0.64505	-1.2365	-0.67005
36.558	-1.08845	-0.57035	-0.64335	-1.234	-0.66885
36.567	-1.0882	-0.56315	-0.6426	-1.23115	-0.6685
36.575	-1.09085	-0.5566	-0.63835	-1.22995	-0.66945
36.583	-1.09115	-0.5514	-0.63425	-1.2285	-0.66935
36.592	-1.09075	-0.54535	-0.6305	-1.2253	-0.66945
36.600	-1.0918	-0.5395	-0.6279	-1.2216	-0.6704
36.608	-1.0898	-0.5335	-0.62435	-1.22105	-0.6674
36.617	-1.08925	-0.5317	-0.6235	-1.21945	-0.6654
36.625	-1.09155	-0.52765	-0.61995	-1.219	-0.66585
36.633	-1.09145	-0.5223	-0.6192	-1.21875	-0.66775
36.642	-1.09215	-0.5191	-0.618	-1.21635	-0.66885
36.650	-1.0923	-0.5151	-0.614	-1.2146	-0.66545
36.658	-1.0919	-0.5132	-0.613	-1.2132	-0.66345
36.667	-1.0918	-0.50875	-0.61175	-1.2101	-0.66415
36.675	-1.09155	-0.50445	-0.61225	-1.2084	-0.66465
36.683	-1.08995	-0.5025	-0.61155	-1.2056	-0.66585
36.692	-1.0926	-0.5001	-0.6094	-1.2059	-0.66555
36.700	-1.09355	-0.4982	-0.6091	-1.2046	-0.66435
36.708	-1.09385	-0.4937	-0.60845	-1.2042	-0.6662
36.717	-1.09555	-0.49475	-0.60885	-1.2061	-0.6648
36.725	-1.0948	-0.494	-0.60815	-1.2034	-0.6634
36.733	-1.09385	-0.49375	-0.60915	-1.2041	-0.66255
36.742	-1.094	-0.49545	-0.60995	-1.203	-0.6633
36.750	-1.0917	-0.4942	-0.61085	-1.2038	-0.662
36.758	-1.09555	-0.49525	-0.6093	-1.20575	-0.66185
36.767	-1.0921	-0.49425	-0.6092	-1.2061	-0.6649
36.775	-1.0916	-0.49475	-0.6095	-1.2085	-0.6644
36.783	-1.0925	-0.4964	-0.61	-1.21095	-0.6642
36.792	-1.0922	-0.4964	-0.6141	-1.21155	-0.66445
36.800	-1.093	-0.4995	-0.6167	-1.21255	-0.6643
36.808	-1.09415	-0.5026	-0.61545	-1.2118	-0.6632
36.817	-1.09535	-0.50575	-0.61855	-1.2141	-0.665
36.825	-1.09555	-0.51035	-0.6198	-1.21525	-0.66585
36.833	-1.09655	-0.5126	-0.6214	-1.21495	-0.67015
36.842	-1.097	-0.5164	-0.62205	-1.2164	-0.6692
36.850	-1.0976	-0.51965	-0.62285	-1.21645	-0.67025
36.858	-1.0984	-0.52625	-0.62535	-1.21745	-0.67125
36.867	-1.1005	-0.53065	-0.6261	-1.2162	-0.6713
36.875	-1.10175	-0.5344	-0.62865	-1.221	-0.6725
36.883	-1.101	-0.5379	-0.63105	-1.2239	-0.6719
36.892	-1.0997	-0.54145	-0.6322	-1.2248	-0.67115
36.900	-1.09865	-0.54915	-0.63585	-1.22775	-0.67275
36.908	-1.09955	-0.5528	-0.6381	-1.22845	-0.67155
36.917	-1.10115	-0.5586	-0.6384	-1.2305	-0.67105
36.925	-1.09955	-0.5626	-0.64395	-1.22895	-0.6725
36.933	-1.0984	-0.5689	-0.6467	-1.23055	-0.67325
36.942	-1.1005	-0.57235	-0.6493	-1.2338	-0.6759
36.950	-1.10135	-0.5764	-0.6521	-1.2348	-0.6754
36.958	-1.1024	-0.5807	-0.65345	-1.23525	-0.67755
36.967	-1.1035	-0.58695	-0.65635	-1.23775	-0.67805
36.975	-1.10215	-0.592	-0.6583	-1.2417	-0.67905
36.983	-1.103	-0.59845	-0.6607	-1.2438	-0.6765
36.992	-1.1006	-0.60455	-0.6632	-1.24375	-0.67675
37.000	-1.1006	-0.60805	-0.6656	-1.24735	-0.6755
37.008	-1.0995	-0.61285	-0.66745	-1.247	-0.67695
37.017	-1.1001	-0.61505	-0.6672	-1.25005	-0.6771
37.025	-1.1008	-0.61825	-0.6697	-1.25285	-0.6788
37.033	-1.1003	-0.62285	-0.6723	-1.2543	-0.67975
37.042	-1.1006	-0.62595	-0.67725	-1.25685	-0.68125
37.050	-1.1009	-0.6298	-0.67845	-1.2583	-0.6819
37.058	-1.10015	-0.6322	-0.67975	-1.26105	-0.6828
37.067	-1.10155	-0.63805	-0.68445	-1.26225	-0.6822
37.075	-1.10135	-0.6432	-0.68385	-1.26305	-0.6844
37.083	-1.10175	-0.6453	-0.6863	-1.2651	-0.685
37.092	-1.1042	-0.6494	-0.68525	-1.26585	-0.68575
37.100	-1.10355	-0.652	-0.68595	-1.2683	-0.6865
37.108	-1.1066	-0.6556	-0.689	-1.27025	-0.6866
37.117	-1.1091	-0.66025	-0.69025	-1.2696	-0.6877
37.125	-1.10705	-0.6629	-0.69305	-1.27045	-0.69
37.133	-1.10735	-0.6669	-0.6938	-1.27595	-0.6888
37.142	-1.1072	-0.6696	-0.6953	-1.277	-0.69045
37.150	-1.10705	-0.6724	-0.69675	-1.27845	-0.6893
37.158	-1.1096	-0.67365	-0.6979	-1.2792	-0.69085
37.167	-1.10745	-0.67855	-0.69855	-1.2826	-0.69035
37.175	-1.1065	-0.68075	-0.69935	-1.2827	-0.6888
